Unnamed: 0,ID,Training Source,Home Office/Metro Area,Organization Number,Organization,Capability,Function 2,Career Level,Function,Function Name,Title,Training Type,Training Provider,Training Delivery Type,Training Location,Course Name,Course URL / Code,Vendor Name,Conference Name,Course or Event Name,Certification Type,Certification Name,Certification URL,Is there a course with this certification?,Consolidated Course Name,Category,Activity,Support Group,Assigned To,Request Status,Start Date,End Date,Start Mo/Yr,End Mo/Yr,Start FY,End FY,Business Justification,What % of the conference is business development?,Training Hours,Travel Required,Individual Travel Hours,Rqst Tot Labor Hrs,Airfare,Hotel,Per Diem,Other,Estimated Individual Travel,Misc Expenses,Certification Fee,Conference Fee,Course Fee,Catering,Facility Rental,Vendor Charge,Direct Other Expenses,Describe Other Expenses,Direct Expense Impact,Rqst NPR Alloc,Rqst NPR OH,Cancel No Response,Created,Retroactive Start Date,Duplicates,Reporting Status
1744,TAS0014689,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Approved,4/27/17 0:00,4/27/17,08_Apr,08_Apr,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42818.559330000004,True,NO,2. Approved
1745,TAS0015506,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,4/27/17 0:00,4/27/17,08_Apr,08_Apr,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42838.624169999996,True,NO,3. Complete
1746,TAS0016204,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.005,TDL Industry,Industry,TDL,4,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,Classroom,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Approved,3/28/17 0:00,3/28/17,07_Mar,07_Mar,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42851.498139999996,True,NO,2. Approved
1747,TAS0016349,TAS,Metro Wash DC Arlington Corp 800 N Glebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=trainingHistory&activityID=,,,,,,,,AFS Cost Compliance Training,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Approved,3/22/17 0:00,3/22/17,07_Mar,07_Mar,FY17,FY17,Current project/role,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42856.56771,True,NO,2. Approved
1748,TAS0009618,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,5,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Cost Compliance Training.,,,,,,,,,AFS Cost Compliance Training.,ACN/AFS Curriculum,AFS Cost Compliance,TAS TDL Industry Approval Group,,Training Complete,3/21/17 0:00,3/21/17,07_Mar,07_Mar,FY17,FY17,Career growth,,8.0,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42639.34685,True,NO,3. Complete
1749,TAS0013032,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Quality Assurance and Risk Management Workshop,A15315-02,,,,,,,,AFS Quality Assurance and Risk Management Workshop,ACN/AFS Curriculum,AFS QA/Risk Mgmt Workshop,TAS TDL Industry Approval Group,,Training Complete,3/13/17 0:00,3/13/17,07_Mar,07_Mar,FY17,FY17,Accenture curriculum,,4.0,No,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42794.525519999996,True,NO,3. Complete
1750,TAS0013988,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,4,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Accenture,Elective Course,Accenture,Classroom,,AFS Quality ASsurance and Risk MAnagement Workshop,A15315-02,,,,,,,,AFS Quality ASsurance and Risk MAnagement Workshop,ACN/AFS Curriculum,AFS QA/Risk Mgmt Workshop,TAS TDL Industry Approval Group,,Training Complete,3/13/17 0:00,3/13/17,07_Mar,07_Mar,FY17,FY17,Accenture curriculum,,4.0,No,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42804.46064,True,NO,3. Complete
1751,TAS0010981,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Project Management,TBD,,,,New,ICAgile Certified Professional ÛÒ Agile Project Management (ICP-APM),TBD,Yes,ICAgile Certified Professional ÛÒ Agile Project Management (ICP-APM) - Agile Project Management,Agile,Agile Proj Mgmt,APM,,Training Complete,12/14/16 0:00,12/15/16,04_Dec,04_Dec,FY17,FY17,Career growth,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42706.74602,True,NO,3. Complete
1752,TAS0011194,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Project Management,TBD,,,,New,ICAgile Certified Professional ÛÒ Agile Project Management (ICP-APM),TBD,Yes,ICAgile Certified Professional ÛÒ Agile Project Management (ICP-APM) - Agile Project Management,Agile,Agile Proj Mgmt,APM,,Training Complete,12/14/16 0:00,12/15/16,04_Dec,04_Dec,FY17,FY17,Career growth,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42717.946560000004,True,NO,3. Complete
1753,TAS0010978,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Project Management ÛÒ 101,,,,,New,ICAgile Certified Professional ÛÒ Agile Project Management (ICP-APM),https://icagile.com/Learning-Roadmap/Delivery-Management/Agile-Project-Management,Yes,ICAgile Certified Professional ÛÒ Agile Project Management (ICP-APM) - Agile Project Management ÛÒ 101,Agile,Agile Proj Mgmt,APM,,Training Complete,12/14/16 0:00,12/15/16,04_Dec,04_Dec,FY17,FY17,Career growth,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42706.65677,True,NO,3. Complete
1754,TAS0011028,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Project Management,TBD,,,,New,ICAgile Certified Professional Agile Project Managment (ICP-APM),TBD,Yes,ICAgile Certified Professional Agile Project Managment (ICP-APM) - Agile Project Management,Agile,Agile Proj Mgmt,TAS TDL Industry Approval Group,,Training Complete,12/14/16 0:00,12/15/16,04_Dec,04_Dec,FY17,FY17,Career growth,,16.0,No,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42710.33413,True,NO,3. Complete
1755,TAS0010297,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Way Fundamentals,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1226303&source=mylearning,,,,New,A52827,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1226303&source=mylearning,Yes,A52827 - Agile Way Fundamentals,Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,12/6/16 0:00,12/8/16,04_Dec,04_Dec,FY17,FY17,Current project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42674.43617,True,NO,3. Complete
1756,TAS0011799,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,9,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Way Fundamental,A52827,,,,New,Agile Way Fundamental,https://mylearning.accenture.com/myl-ui/learner/activityDetails?activityID=1226303&source=mylearning,Yes,Agile Way Fundamental - Agile Way Fundamental,Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,1/31/17 0:00,2/2/17,05_Jan,06_Feb,FY17,FY17,Upcoming project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42753.35009,True,NO,3. Complete
1757,TAS0012633,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Way Fundamen tals (AWF),https://icagile.com/Learning-Roadmap/Agile-Fundamentals,,,,New,ICAgile Certified Professional (ICP),https://icagile.com/Learning-Roadmap/Agile-Fundamentals,Yes,ICAgile Certified Professional (ICP) - Agile Way Fundamen tals (AWF),Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Approved,5/16/17 0:00,5/18/17,09_May,09_May,FY17,FY17,Current project/role,,20.0,No,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42779.744810000004,True,NO,
1758,TAS0010056,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Way Fundamentals,A52827,,,,New,ICAgile Certified Professional (ICP),https://www.icagile.com/,Yes,ICAgile Certified Professional (ICP) - Agile Way Fundamentals,Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,10/25/16 0:00,10/27/16,02_Oct,02_Oct,FY17,FY17,Current project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42661.452880000004,True,NO,3. Complete
1759,TAS0011975,TAS,Dallas GS 5221 O'Connor Las Colinas,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,"San Antonio, TX",Agile Way Fundamentals,A52827,,,,New,ICAgile Certified Professional (ICP),http://www.icagile.com/Learning-Roadmap/Agile-Fundamentals,Yes,ICAgile Certified Professional (ICP) - Agile Way Fundamentals,Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,3/21/17 0:00,3/23/17,07_Mar,07_Mar,FY17,FY17,Upcoming project/role,,24.0,Yes,4.0,28.0,330.0,350.0,200.0,100.0,980.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,980.0,True,42759.53267,True,NO,3. Complete
1760,TAS0009127,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,The Agile Way Fundamentals (AFS ONLY),A52827,Accenture,,,New,ICAgile Certified Professional (ICP),https://icagile.com/icagile-certified-professional,Yes,ICAgile Certified Professional (ICP) - The Agile Way Fundamentals (AFS ONLY),Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,9/27/16 0:00,9/29/16,01_Sep,01_Sep,FY17,FY17,Current project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,300.0,0,0,0,0,,,300.0,0.0,True,42600.73547,True,NO,3. Complete
1761,TAS0015397,TAS,Fairborn AFS 3000 Presidential,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,Washington DC,The Agile Way Fundamentals (AFS ONLY),The Agile Way Fundamentals (AFS ONLY),,,,New,ICAgile Certified Professional (ICP),https://icagile.com/icagile-certified-professional,Yes,ICAgile Certified Professional (ICP) - The Agile Way Fundamentals (AFS ONLY),Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Approved,5/2/17 0:00,5/4/17,09_May,09_May,FY17,FY17,Upcoming project/role,,32.0,Yes,0.0,32.0,0.0,600.0,210.0,150.0,960.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,960.0,True,42836.63321,True,NO,2. Approved
1762,TAS0010180,TAS,Fairborn AFS 3000 Presidential,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,Chantilly VA Accenture Office - USA - Chantilly VA,Agile Way Fundamentals (AFS Only),https://mylearning.accenture.com/myl-ui/learner/activitySupDetails?activityId=1226303&sessionId=1314,,,,New,ICAgile Certified Professional (ICP) certification,https://icagile.com/,Yes,ICAgile Certified Professional (ICP) certification - Agile Way Fundamentals (AFS Only),Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,12/6/16 0:00,12/8/16,04_Dec,04_Dec,FY17,FY17,Current project/role,,24.0,Yes,8.0,32.0,300.0,600.0,240.0,0.0,1140.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,1140.0,True,42667.56929,True,NO,3. Complete
1763,TAS0011209,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,The Agile Way Fundamentals,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=1226303&s,,,,New,ICP,http://www.icagile.com/,Yes,ICP - The Agile Way Fundamentals,Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,1/31/17 0:00,2/2/17,05_Jan,06_Feb,FY17,FY17,Current project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42718.658989999996,True,NO,3. Complete
1764,TAS0011267,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,,Agile Way Fundamentals,A52827-0039,,,,New,ICP Agile,http://icagile.com/,Yes,ICP Agile - Agile Way Fundamentals,Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,1/31/17 0:00,2/2/17,05_Jan,06_Feb,FY17,FY17,Current project/role,,24.0,No,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42721.8315,True,NO,3. Complete
1765,TAS0015414,TAS,Fairborn AFS 3000 Presidential,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,Chantilly VA Accenture Office - USA - Chantilly VA,The Agile Way Fundamentals (AFS ONLY),A52827-0043,,,,New,The Agile Way Fundamentals (AFS ONLY),https://icagile.com/icagile-certified-professional,Yes,The Agile Way Fundamentals (AFS ONLY) - The Agile Way Fundamentals (AFS ONLY),Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Approved,5/2/17 0:00,5/4/17,09_May,09_May,FY17,FY17,Other,,24.0,Yes,0.0,24.0,0.0,600.0,210.0,150.0,960.0,375.0,0.0,0,0.0,0,0,0,0,,,0.0,1335.0,True,42837.44696,True,NO,2. Approved
1766,TAS0010334,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Accenture,Certification,Accenture,Classroom,"Chantilly, VA",The Agile Way Fundementals,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=1226303&s,,,,New,The Agile Way Fundementals,https://mylearning.accenture.com/myl-ui/learner/activityDetails?referrer=search&activityID=1226303&s,Yes,The Agile Way Fundementals - The Agile Way Fundementals,Agile,AWF (Agile Way Fundamentals),TAS TDL Industry Approval Group,,Training Complete,12/6/16 0:00,12/8/16,04_Dec,04_Dec,FY17,FY17,Career growth,,24.0,Yes,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,0.0,0.0,True,42675.54005,True,NO,3. Complete
1767,TAS0012992,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,6,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,Implementing SAFe 4.0 w/ SPC4 Certification,http://www.scaledagileacademy.com/events/EventDetails.aspx?id=854387,Lithespeed,,,New,SPC4,http://www.scaledagileacademy.com/events/EventDetails.aspx?id=854387,Yes,SPC4 - Implementing SAFe 4.0 w/ SPC4 Certification,Analytics/Big Data,Scaled Agile Framework (SAFe),TAS TDL Industry Approval Group,,Training Complete,4/25/17 0:00,4/28/17,08_Apr,08_Apr,FY17,FY17,Current project/role,,32.0,No,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,0,2795.0,0,0,0,0,,,2795.0,895.0,True,42794.39095,True,NO,3. Complete
1768,TAS0009453,TAS,Metro Wash DC Arlington GS_800 NGlebe,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,Information Systems Audit and Control Association (ISACA),,,New,Skip Navigation LinksISACA > Certification > CISM: Certified Information Security Manager,http://www.isaca.org/Certification/CISM-Certified-Information-Security-Manager/Pages/default.aspx,No,Skip Navigation LinksISACA > Certification > CISM: Certified Information Security Manager,Cert exam,(SECR) CISM - Certified Information Security Manager,TAS TDL Industry Approval Group,,Approved,7/31/17 0:00,7/31/17,11_Jul,11_Jul,FY17,FY17,Current project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,0,0.0,0,0,0,0,,,0.0,685.0,True,42626.87997,True,NO,
1769,TAS0015975,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,CompTIA,,,New,CompTIA Security+,https://certification.comptia.org/certifications/security,No,CompTIA Security+,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Approved,4/19/17 0:00,5/31/17,08_Apr,09_May,FY17,FY17,Other,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0,0.0,0,0,0,0,,,0.0,400.0,True,42844.83477,True,NO,2. Approved
1770,TAS0015909,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,8,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,CompTIA Security+,,,New,Security +,https://certification.comptia.org/certifications/security,No,Security +,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Approved,4/18/17 0:00,5/17/17,08_Apr,09_May,FY17,FY17,Other,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0,0.0,0,0,0,0,,,0.0,400.0,True,42843.72134,True,NO,2. Approved
1771,TAS0015658,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,,,CompTIA,,,New,Security+,https://certification.comptia.org/certifications/security,No,Security+,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Approved,4/24/17 0:00,5/24/17,08_Apr,09_May,FY17,FY17,Other,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,0.0,0,0,0,0,,,0.0,320.0,True,42839.610510000006,True,NO,2. Approved
1772,TAS0015945,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,CompTIA,,,New,Security+,https://certification.comptia.org/certifications/security,No,Security+,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Approved,4/19/17 0:00,5/26/17,08_Apr,09_May,FY17,FY17,Other,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0,0.0,0,0,0,0,,,0.0,400.0,True,42844.54483,True,NO,2. Approved
1773,TAS0015952,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,11,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,,,CompTIA,,,New,Security+,https://certification.comptia.org/certifications/security,No,Security+,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Approved,4/19/17 0:00,5/31/17,08_Apr,09_May,FY17,FY17,Other,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,0.0,0,0,0,0,,,0.0,320.0,True,42844.58237,True,NO,2. Approved
1774,TAS0011882,TAS,Whitehall AFS E Broad St,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Classroom,,SY0-401 CompTIA Security+ Certification Exam,SY0-401,CompTIA,,,New,SY0-401 CompTIA Security+ Certification Exam,SY0-401,Yes,SY0-401 CompTIA Security+ Certification Exam - SY0-401 CompTIA Security+ Certification Exam,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Training Complete,2/2/17 0:00,2/2/17,06_Feb,06_Feb,FY17,FY17,Upcoming project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,0.0,0,0,0,0,,,0.0,320.0,True,42756.3562,True,NO,3. Complete
1775,TAS0013817,TAS,Whitehall AFS E Broad St,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,SY0-401 CompTIA Security+ Certification Exam,SY0-401,CompTIA,,,New,SY0-401 CompTIA Security+ Certification Exam,SY0-401,Yes,SY0-401 CompTIA Security+ Certification Exam - SY0-401 CompTIA Security+ Certification Exam,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Training Complete,3/16/17 0:00,3/16/17,07_Mar,07_Mar,FY17,FY17,Upcoming project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0,0.0,0,0,0,0,,,0.0,320.0,True,42802.38424,True,NO,3. Complete
1776,TAS0015319,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,11,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,CompTIA Security+,https://certification.comptia.org/certifications/security,CompTIA,,,,,,,CompTIA Security+,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Approved,4/17/17 0:00,5/17/17,08_Apr,09_May,FY17,FY17,Current project/role,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,400.0,0,0,0,0,,,400.0,0.0,True,42835.58,True,NO,2. Approved
1777,TAS0015345,TAS,San Diego AFS 1615 Murray Canyon,01.01.207.005,TDL Industry,Industry,TDL,10,TD,Technology Delivery,Elective Course  -  Technology Delivery  -  Vendor All Other,Elective Course,Vendor All Other,Virtual,,CompTIA Security+,https://certification.comptia.org/certifications/security,CompTIA,,,,,,,CompTIA Security+,Cert exam,(SECR) Security+,TAS TDL Industry Approval Group,,Approved,4/17/17 0:00,5/17/17,08_Apr,09_May,FY17,FY17,Current project/role,,2.0,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,400.0,0,0,0,0,,,400.0,0.0,True,42835.71265,True,NO,2. Approved
1778,TAS0003593,TAS,,01.01.207.005,TDL Industry,Industry,TDL,7,TD,Technology Delivery,Certification  -  Technology Delivery  -  Vendor All Other,Certification,Vendor All Other,Virtual,,Certified Scrum Practioner,https://www.scrumalliance.org/certifications/practitioners/csp-certification,Scrum Alliance,,,New,Certified Scrum Practioner,https://www.scrumalliance.org/certifications/practitioners/csp-certification,Yes,Certified Scrum Practioner - Certified Scrum Practioner,Agile,Certified Scrum Practioner,TAS TDL Industry Approval Group,,Training Complete,1/1/16 0:00,10/31/16,05_Jan,02_Oct,FY16,FY17,Other,,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0,0.0,0,0,0,0,,,0.0,250.0,True,42331.43623,True,NO,3. Complete
